year,party_code,uo_code,delta_mkr,source_url,source_section
2026,C,UO16,2244,https://data.riksdagen.se/fil/A210288E-0C9D-4EC8-914F-02FFCE0E7C5B,"Tabell 4 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3811)"
2026,C,UO17,769.3,https://data.riksdagen.se/fil/A210288E-0C9D-4EC8-914F-02FFCE0E7C5B,"Tabell 4 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3811)"
2026,C,UO18,-8.8,https://data.riksdagen.se/fil/A210288E-0C9D-4EC8-914F-02FFCE0E7C5B,"Tabell 4 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3811)"
2026,C,UO19,2,https://data.riksdagen.se/fil/A210288E-0C9D-4EC8-914F-02FFCE0E7C5B,"Tabell 4 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3811)"
2026,C,UO20,4574.6,https://data.riksdagen.se/fil/A210288E-0C9D-4EC8-914F-02FFCE0E7C5B,"Tabell 4 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3811)"
2026,C,UO21,582.6,https://data.riksdagen.se/fil/A210288E-0C9D-4EC8-914F-02FFCE0E7C5B,"Tabell 4 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3811)"
2026,C,UO22,1373.8,https://data.riksdagen.se/fil/A210288E-0C9D-4EC8-914F-02FFCE0E7C5B,"Tabell 4 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3811)"
2026,C,UO23,329.5,https://data.riksdagen.se/fil/A210288E-0C9D-4EC8-914F-02FFCE0E7C5B,"Tabell 4 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3811)"
2026,C,UO24,1055.3,https://data.riksdagen.se/fil/A210288E-0C9D-4EC8-914F-02FFCE0E7C5B,"Tabell 4 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3811)"
2026,C,UO25,4439,https://data.riksdagen.se/fil/A210288E-0C9D-4EC8-914F-02FFCE0E7C5B,"Tabell 4 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3811)"
2026,C,UO26,0,https://data.riksdagen.se/fil/A210288E-0C9D-4EC8-914F-02FFCE0E7C5B,"Tabell 4 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3811)"
2026,C,UO27,0,https://data.riksdagen.se/fil/A210288E-0C9D-4EC8-914F-02FFCE0E7C5B,"Tabell 4 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3811)"
2026,MP,UO01,-7,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO02,36,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO03,0,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO04,1482,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO05,48,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO06,-108,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO07,19140,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO08,-1300.5,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO09,6979,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO10,2600,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO11,0,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO12,8900,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO13,858,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO14,1475,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO15,2441,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO16,3380,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO17,2405.036,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO18,9492,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO19,300,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO20,25903,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO21,12574,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO22,39492,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO23,3238,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO24,0,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO25,-3000,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO26,0,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,MP,UO27,0,https://data.riksdagen.se/fil/B34DB875-7A81-462C-92C0-67678D9CCA59,"Tabell A: Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:3770)"
2026,V,UO01,148.9,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO02,0,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO03,125,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO04,375,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO05,50,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO06,0,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO07,4000,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO08,-1555,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO09,4775.8,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO10,5261,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO11,0,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO12,11700,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO13,700,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO14,5644,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO15,320,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO16,2878,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO17,2457.7,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO18,4263,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO19,70,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO20,10099,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO21,-1041,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO22,3758.5,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO23,2639,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO24,620,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO25,7669,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO26,0,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
2026,V,UO27,0,https://data.riksdagen.se/fil/CB6DA06B-3CBA-4298-BDD5-E38ADB8184F7,"Tabell 5 Förslag till utgiftsramar 2026, Tusental kronor (mot. 2025/26:2792)"
